heatid,valc,valsi,valmn,valp,vals,valcu,valcr,valmo,valni,total_o2_lance,total_gas_lance,total_injected_carbon,total_energy,total_duration,total_charged_amount,added_mat_140107,added_mat_202007,added_mat_202008,added_mat_202039,added_mat_202063,added_mat_203068,added_mat_203085,added_mat_205069,added_mat_360258,added_mat_705043,fecha_inicio,fecha_fin,target_valc,target_valmn,target_valsi,target_valp,target_vals
7F6555,0.1675,0.121,0.3715,0.0055,0.0237,0.1865,0.1091,0.0224,0.1599,4300.0,742.0,792.0,365.00000000000006,33.65,3408.0,503.0,530.0,0.0,0.0,0.0,154.0,0.0,100.0,0.0,0.0,2017-09-27 18:08:00,2017-09-27 19:25:00,0.069,0.1156,0.0179,0.0052,0.0303
7F6589,0.3161,0.2481,1.311,0.0145,0.0558,0.2022,0.1396,0.0304,0.1626,6884.0,1430.0,1706.0,392.3375,38.33333333333333,3139.0,503.0,2175.0,0.0,0.0,0.0,345.0,0.0,0.0,0.0,0.0,2017-09-29 10:13:00,2017-09-30 06:08:00,0.0861,0.1584,0.0155,0.0183,0.0608
7F6609,0.2916,0.2909,1.3222,0.0104,0.0215,0.2182,0.102,0.0162,0.1323,5693.0,954.0,1064.0,467.825,36.7,3076.0,455.0,2154.0,0.0,0.0,0.0,337.0,50.0,80.0,0.0,0.0,2017-09-30 03:33:00,2017-09-30 04:26:00,0.0604,0.145,0.0184,0.0118,0.0481
7F6612,0.1136,0.0598,0.39,0.0056,0.0353,0.1988,0.1027,0.0267,0.1286,5060.0,960.0,861.0,355.9125,36.35,1325.0,501.0,483.0,0.0,0.0,0.0,98.0,50.0,100.0,0.0,0.0,2017-09-30 06:32:00,2017-09-30 07:25:00,0.0699,0.1123,0.0169,0.0067,0.0404
7F6613,0.3063,0.2325,1.3312,0.0076,0.0058,0.1805,0.171,0.036,0.1219,4624.0,830.0,647.0,428.56666666666666,37.5,3140.0,455.0,2181.0,0.0,0.0,0.0,343.0,0.0,60.0,0.0,0.0,2017-09-30 08:14:00,2017-09-30 12:29:00,0.0606,0.1466,0.019,0.008,0.0395
7F6628,0.1164,0.1009,0.463,0.0056,0.0183,0.1588,0.0965,0.0208,0.121,3889.0,772.0,658.0,359.075,33.516666666666666,2817.0,889.0,1624.0,0.0,0.0,0.0,100.0,0.0,80.0,0.0,0.0,2017-09-30 20:46:00,2017-10-01 07:37:00,0.0667,0.1337,0.0167,0.0048,0.0213
7F6647,0.1363,0.175,0.3669,0.006,0.0183,0.1692,0.0697,0.0165,0.1094,4112.0,816.0,629.0,366.7541666666667,32.333333333333336,1802.0,604.0,423.0,0.0,0.0,0.0,169.0,0.0,80.0,0.0,0.0,2017-10-04 07:21:00,2017-10-04 10:47:00,0.0517,0.1039,0.017,0.0062,0.0294
7F6648,0.1955,0.2056,0.3967,0.0059,0.0104,0.1779,0.0749,0.02,0.1145,4463.0,710.0,504.0,308.6458333333333,32.45,1774.0,601.0,428.0,0.0,0.0,0.0,148.0,0.0,80.0,0.0,0.0,2017-10-04 08:09:00,2017-10-04 10:47:00,0.0942,0.1137,0.0524,0.0,0.0299
7F6676,0.244,0.2477,1.2526,0.0121,0.0223,0.1921,0.1057,0.0156,0.1354,4951.0,874.0,924.0,410.46666666666664,34.666666666666664,3019.0,500.0,1972.0,0.0,0.0,0.0,318.0,40.0,80.0,0.0,109.0,2017-10-05 09:03:00,2017-10-05 10:29:00,0.0906,0.1367,0.036,0.0148,0.0486
7F6779,0.1523,0.1631,0.4146,0.0056,0.0098,0.1863,0.0726,0.0149,0.137,4318.0,630.0,468.0,436.6875,31.966666666666665,1810.0,900.0,400.0,0.0,0.0,350.0,0.0,0.0,160.0,0.0,0.0,2017-10-08 19:26:00,2017-10-08 19:50:00,0.071,0.0997,0.0173,0.0049,0.0256
7F6780,0.14,0.1812,0.3892,0.0049,0.0038,0.1986,0.0805,0.0152,0.1277,4250.0,910.0,825.0,302.5541666666667,31.983333333333334,2034.0,890.0,462.0,0.0,0.0,405.0,0.0,0.0,160.0,0.0,117.0,2017-10-08 20:56:00,2017-10-09 00:41:00,0.0682,0.1042,0.0189,0.0049,0.0254
7F6828,0.086,0.2781,1.2075,0.0067,0.0253,0.1551,0.0725,0.0112,0.0962,4651.0,817.0,1184.0,411.5583333333333,32.96666666666667,3065.0,501.0,2025.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,107.0,2017-10-10 16:41:00,2017-10-10 16:53:00,0.0671,0.1101,0.0284,0.0054,0.0371
7F6830,0.0852,0.2805,1.2117,0.0062,0.0177,0.1395,0.0875,0.0124,0.0975,4467.0,771.0,585.0,401.1,32.18333333333334,2968.0,502.0,1924.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,109.0,2017-10-10 18:19:00,2017-10-10 19:01:00,0.0696,0.1421,0.0183,0.0054,0.0304
7F6836,0.227,0.2514,0.8111,0.0051,0.0142,0.1602,0.6953,0.1966,0.1183,4303.0,788.0,777.0,354.09583333333336,31.166666666666668,2970.0,503.0,1073.0,0.0,584.0,0.0,131.0,40.0,80.0,0.0,109.0,2017-10-10 23:02:00,2017-10-10 23:57:00,0.0708,0.1288,0.0188,0.0054,0.0255
7F6837,0.2385,0.2617,0.9143,0.0065,0.0154,0.177,0.737,0.1461,0.1252,4265.0,730.0,920.0,471.04166666666663,32.71666666666667,3302.0,501.0,1276.0,0.0,738.0,0.0,129.0,0.0,80.0,0.0,109.0,2017-10-10 23:48:00,2017-10-10 23:57:00,0.0747,0.1368,0.0188,0.0072,0.0294
7F6869,0.1448,0.153,0.4381,0.0056,0.0219,0.1983,0.0881,0.0151,0.1355,3979.0,810.0,433.0,279.71666666666664,28.966666666666665,1539.0,502.0,476.0,0.0,0.0,355.0,0.0,0.0,100.0,0.0,106.0,2017-10-12 05:33:00,2017-10-12 05:42:00,0.0624,0.1089,0.017,0.0059,0.0314
7F6870,0.1369,0.1625,0.4189,0.0053,0.0212,0.1956,0.0683,0.0181,0.1367,4451.0,766.0,740.0,298.5916666666667,31.516666666666666,2065.0,501.0,482.0,0.0,0.0,356.0,0.0,0.0,120.0,0.0,106.0,2017-10-12 06:22:00,2017-10-12 12:44:00,0.0791,0.1153,0.0169,0.0046,0.023
7F6884,0.0995,0.1301,0.4161,0.0059,0.008,0.1808,0.4077,0.0129,0.1181,4498.0,851.0,907.0,405.7166666666667,35.5,2476.0,890.0,466.0,0.0,472.0,0.0,0.0,0.0,160.0,0.0,122.0,2017-10-12 20:34:00,2017-10-12 20:39:00,0.0642,0.1385,0.0175,0.0065,0.0277
7F6885,0.098,0.1921,0.4856,0.0055,0.0106,0.1888,0.4,0.0123,0.1145,4296.0,781.0,683.0,344.175,33.833333333333336,3099.0,889.0,584.0,0.0,321.0,0.0,0.0,0.0,160.0,0.0,122.0,2017-10-12 21:23:00,2017-10-13 12:37:00,0.0869,0.1508,0.0218,0.0055,0.0246
7F6887,0.1413,0.127,0.5362,0.0058,0.0148,0.1696,0.095,0.0212,0.1303,4070.0,860.0,572.0,311.26666666666665,33.46666666666667,2103.0,501.0,622.0,0.0,0.0,261.0,0.0,40.0,60.0,0.0,119.0,2017-10-12 22:59:00,2017-10-13 12:36:00,0.0965,0.1466,0.0174,0.0052,0.0249
7F6890,0.1538,0.1292,0.4677,0.006,0.0164,0.1839,0.0968,0.0309,0.1223,4037.0,775.0,747.0,350.6625,33.18333333333333,2109.0,502.0,576.0,0.0,0.0,309.0,0.0,40.0,60.0,0.0,122.0,2017-10-13 01:24:00,2017-10-13 12:36:00,0.0777,0.1538,0.0201,0.0063,0.0292
7F6927,0.1097,0.1765,0.3429,0.0065,0.0164,0.1742,0.6553,0.2394,0.1207,5016.0,741.0,953.0,331.9708333333333,31.849999999999998,3050.0,498.0,376.0,0.0,820.0,0.0,0.0,0.0,160.0,0.0,114.0,2017-10-14 11:06:00,2017-10-14 12:26:00,0.0898,0.1562,0.017,0.0057,0.03
7F7010,0.1567,0.1598,0.3538,0.0054,0.0223,0.1556,0.0825,0.0124,0.1117,3724.0,739.0,245.0,284.57916666666665,32.0,1591.0,502.0,393.0,0.0,0.0,354.0,0.0,40.0,80.0,0.0,107.0,2017-10-17 07:00:00,2017-10-17 07:34:00,0.0715,0.1185,0.0156,0.0055,0.0301
7F7024,0.106,0.22,0.4816,0.0065,0.0071,0.1841,0.4307,0.0117,0.113,4368.0,736.0,1036.0,460.2666666666667,32.18333333333334,2430.0,700.0,538.0,0.0,621.0,0.0,0.0,50.0,80.0,0.0,0.0,2017-10-17 18:52:00,2017-10-18 11:34:00,0.0399,0.1007,0.0156,0.0054,0.0297
7F7026,0.2961,0.2637,1.2789,0.0065,0.0184,0.1754,0.0919,0.0264,0.1355,4557.0,764.0,619.0,443.54166666666663,34.3,3190.0,501.0,2121.0,0.0,0.0,0.0,327.0,50.0,80.0,0.0,0.0,2017-10-17 20:26:00,2017-10-18 11:34:00,0.0649,0.1167,0.0139,0.0045,0.0218
7F7027,0.1453,0.1164,0.5094,0.0054,0.0036,0.181,0.438,0.0142,0.1197,4384.0,687.0,441.0,354.57916666666665,31.0,965.0,0.0,470.0,0.0,0.0,0.0,0.0,50.0,80.0,0.0,0.0,2017-10-17 20:50:00,2017-10-18 11:33:00,0.0649,0.1167,0.0139,0.0045,0.0218
7F7119,0.1625,0.1717,0.4221,0.0065,0.0246,0.1522,0.1095,0.0103,0.0965,4358.0,723.0,971.0,497.6541666666667,33.300000000000004,1518.0,501.0,392.0,0.0,0.0,377.0,0.0,40.0,100.0,0.0,0.0,2017-10-21 11:25:00,2017-10-21 11:29:00,0.0717,0.1757,0.0168,0.0064,0.0325
7F7129,0.123,0.1046,0.4328,0.007,0.0095,0.1815,0.7123,0.0912,0.1231,4460.0,723.0,924.0,441.025,32.516666666666666,2398.0,446.0,474.0,0.0,830.0,0.0,0.0,0.0,120.0,0.0,0.0,2017-10-21 19:27:00,2017-10-21 22:10:00,0.0413,0.1321,0.0167,0.0053,0.0223
7F7131,0.1209,0.1718,0.3956,0.0057,0.0157,0.1759,0.826,0.1308,0.1198,4509.0,997.0,456.0,197.13333333333333,30.96666666666667,2707.0,888.0,467.0,0.0,803.0,0.0,0.0,0.0,80.0,0.0,0.0,2017-10-21 21:06:00,2017-10-21 22:09:00,0.0541,0.1121,0.0154,0.0062,0.0257
7F7132,0.1583,0.1727,0.3931,0.0066,0.0086,0.1781,0.1737,0.0306,0.1199,4460.0,704.0,668.0,473.62916666666666,35.016666666666666,1567.0,445.0,464.0,0.0,0.0,508.0,0.0,0.0,40.0,0.0,0.0,2017-10-21 21:58:00,2017-10-21 22:09:00,0.0773,0.1341,0.0215,0.0082,0.0299
7F7133,0.1279,0.1858,0.4545,0.0069,0.0089,0.1594,0.8683,0.1369,0.1187,4431.0,767.0,371.0,238.63750000000002,32.0,2835.0,890.0,522.0,0.0,872.0,0.0,0.0,0.0,80.0,0.0,0.0,2017-10-21 22:09:00,2017-10-21 23:04:00,0.0773,0.1341,0.0215,0.0082,0.0299
7F7139,0.18,0.1419,0.4353,0.0064,0.0112,0.1857,0.1009,0.0193,0.1542,4366.0,639.0,655.0,292.49583333333334,32.0,1959.0,890.0,471.0,0.0,0.0,450.0,0.0,0.0,40.0,0.0,0.0,2017-10-22 04:09:00,2017-10-22 05:13:00,0.0725,0.1012,0.0187,0.0055,0.0261
7F7194,0.2247,0.2336,0.8504,0.0077,0.0225,0.1649,0.5449,0.1969,0.1167,6262.0,1031.0,1785.0,325.3375,33.3,2859.0,500.0,1328.0,0.0,577.0,171.0,133.0,30.0,120.0,0.0,0.0,2017-10-24 03:31:00,2017-10-24 04:32:00,0.0529,0.152,0.0162,0.0086,0.0324
7F7278,0.0952,0.1371,0.4232,0.0065,0.0103,0.1555,0.5641,0.0196,0.1241,4497.0,696.0,1002.0,405.7875,33.4,2503.0,801.0,472.0,0.0,481.0,0.0,0.0,0.0,200.0,0.0,0.0,2017-10-27 04:05:00,2017-10-27 04:59:00,0.055,0.1244,0.016,0.0053,0.0294
7F7279,0.0983,0.178,0.4407,0.005,0.0075,0.1923,0.5416,0.0212,0.134,4370.0,731.0,911.0,379.21666666666664,32.88333333333333,2497.0,800.0,476.0,0.0,471.0,0.0,0.0,0.0,200.0,0.0,0.0,2017-10-27 04:53:00,2017-10-27 05:00:00,0.0436,0.1072,0.0161,0.0049,0.031
7F7280,0.0908,0.1152,0.3918,0.0063,0.0083,0.221,0.4424,0.0201,0.1485,4715.0,715.0,1086.0,358.87916666666666,32.516666666666666,2391.0,797.0,482.0,0.0,376.0,0.0,0.0,0.0,200.0,0.0,0.0,2017-10-27 05:42:00,2017-10-27 05:53:00,0.0586,0.1064,0.0171,0.0054,0.0335
7F7281,0.0877,0.148,0.3828,0.0057,0.0111,0.2073,0.4384,0.0175,0.1291,4699.0,741.0,1109.0,376.06666666666666,32.83333333333333,2408.0,800.0,483.0,0.0,372.0,0.0,0.0,0.0,200.0,0.0,0.0,2017-10-27 06:31:00,2017-10-27 06:37:00,0.0352,0.0807,0.0152,0.0055,0.0347
7F7282,0.0845,0.1275,0.3755,0.0058,0.0079,0.2021,0.3867,0.0159,0.1237,4540.0,729.0,1162.0,406.70416666666665,32.016666666666666,2406.0,804.0,476.0,0.0,379.0,0.0,0.0,0.0,200.0,0.0,0.0,2017-10-27 07:18:00,2017-10-27 09:44:00,0.0438,0.087,0.0158,0.0051,0.0322
7F7283,0.089,0.1252,0.3824,0.0059,0.0037,0.1795,0.3866,0.0141,0.1076,4086.0,682.0,628.0,383.3291666666667,31.46666666666667,2437.0,802.0,474.0,0.0,379.0,0.0,0.0,0.0,240.0,0.0,0.0,2017-10-27 08:01:00,2017-10-27 09:44:00,0.0358,0.0886,0.0146,0.0048,0.0245
7F7284,0.0895,0.1683,0.4029,0.0057,0.0086,0.1709,0.4165,0.0131,0.1095,4066.0,764.0,759.0,355.3666666666667,32.516666666666666,3434.0,802.0,478.0,0.0,385.0,0.0,0.0,0.0,220.0,0.0,0.0,2017-10-27 08:48:00,2017-10-27 09:44:00,0.0787,0.1173,0.0169,0.0058,0.0234
7F7303,0.0982,0.1718,0.3953,0.0058,0.0192,0.1766,0.3801,0.0137,0.1135,4453.0,758.0,772.0,305.0916666666667,33.516666666666666,2580.0,599.0,456.0,0.0,427.0,0.0,0.0,0.0,200.0,0.0,0.0,2017-10-28 00:02:00,2017-10-28 13:01:00,0.0901,0.114,0.0212,0.0058,0.0263
7F7304,0.1053,0.2401,0.4191,0.0055,0.0124,0.1714,0.414,0.0115,0.1014,4157.0,746.0,807.0,333.4791666666667,31.683333333333334,2745.0,602.0,480.0,0.0,426.0,0.0,0.0,0.0,200.0,0.0,0.0,2017-10-28 00:59:00,2017-10-28 13:01:00,0.0889,0.1243,0.0185,0.0053,0.0211
7F7319,0.1825,0.176,1.3138,0.0109,0.0092,0.1869,0.1056,0.034,0.1764,4571.0,689.0,725.0,430.6833333333334,33.35,3561.0,556.0,2028.0,0.0,0.0,0.0,235.0,44.0,80.0,0.0,118.0,2017-10-28 12:57:00,2017-10-29 12:46:00,0.0803,0.1206,0.0195,0.0063,0.0288
7F7321,0.0844,0.0385,0.4106,0.0077,0.0135,0.1763,0.4382,0.0174,0.1195,4544.0,717.0,779.0,372.0875,32.516666666666666,3001.0,888.0,466.0,0.0,467.0,0.0,0.0,0.0,80.0,0.0,120.0,2017-10-28 15:12:00,2017-10-29 12:46:00,0.0861,0.1239,0.0163,0.0045,0.0307
7F7324,0.1612,0.159,0.4745,0.0065,0.0135,0.1808,0.2432,0.0162,0.1329,2426.0,356.0,1440.0,69.02916666666667,9.533333333333333,2167.0,500.0,480.0,0.0,0.0,445.0,0.0,40.0,80.0,0.0,122.0,2017-10-28 21:32:00,2017-10-29 12:46:00,0.0694,0.1064,0.0173,0.0053,0.0345
7F7390,0.1037,0.1083,0.3471,0.0059,0.0159,0.1933,0.4625,0.0186,0.1518,4521.0,832.0,904.0,274.69166666666666,30.833333333333332,2195.0,701.0,423.0,0.0,486.0,0.0,0.0,0.0,100.0,0.0,0.0,2017-10-31 04:47:00,2017-10-31 04:56:00,0.0498,0.0885,0.0159,0.0056,0.0306
7F7391,0.1019,0.1137,0.3579,0.0048,0.0136,0.1861,0.4965,0.0159,0.1396,4479.0,689.0,1095.0,380.9583333333333,32.31666666666667,2197.0,700.0,422.0,0.0,481.0,0.0,0.0,0.0,100.0,0.0,0.0,2017-10-31 05:38:00,2017-10-31 05:58:00,0.0502,0.0838,0.0156,0.0049,0.0328
7F7402,0.3206,0.1336,0.5982,0.0081,0.0326,0.1681,0.8915,0.0142,0.1185,4170.0,836.0,589.0,329.18333333333334,35.5,3705.0,501.0,680.0,0.0,1527.0,206.0,621.0,0.0,60.0,0.0,0.0,2017-10-31 15:01:00,2017-11-01 09:18:00,0.09,0.1425,0.0198,0.0076,0.0507
7F7411,0.1447,0.1298,0.5592,0.0081,0.0254,0.1594,0.1109,0.0133,0.11,4673.0,981.0,770.0,360.8125,30.683333333333334,1021.0,0.0,653.0,0.0,0.0,159.0,100.0,0.0,0.0,0.0,0.0,2017-10-31 23:11:00,2017-10-31 23:11:00,0.0568,0.1707,0.0161,0.0074,0.035
7F7423,0.2886,0.1421,0.5342,0.0082,0.022,0.1535,0.8856,0.012,0.1039,4205.0,748.0,840.0,488.7458333333334,34.56666666666667,3099.0,497.0,2024.0,0.0,0.0,0.0,370.0,40.0,60.0,0.0,0.0,2017-11-02 03:52:00,2017-11-02 07:38:00,0.0333,0.0971,0.0143,0.0071,0.031
7F7432,0.2834,0.2092,1.113,0.0085,0.031,0.1698,0.13,0.0165,0.125,3972.0,837.0,735.0,313.1625,34.36666666666667,3142.0,499.0,2030.0,0.0,0.0,0.0,381.0,40.0,80.0,0.0,0.0,2017-11-02 11:25:00,2017-11-02 13:59:00,0.0626,0.121,0.0165,0.0072,0.0295
7F7517,0.0968,0.1499,0.4432,0.0053,0.0064,0.1652,0.4779,0.0163,0.114,4101.0,753.0,498.0,550.675,32.483333333333334,3103.0,801.0,531.0,0.0,527.0,0.0,0.0,0.0,150.0,0.0,0.0,2017-11-05 07:36:00,2017-11-05 14:56:00,0.0614,0.1022,0.015,0.0047,0.0228
7F7534,0.1587,0.1701,0.504,0.0061,0.0124,0.1949,0.0877,0.0329,0.1243,4328.0,874.0,423.0,401.07916666666665,33.166666666666664,1696.0,447.0,653.0,0.0,0.0,364.0,0.0,40.0,80.0,0.0,0.0,2017-11-05 21:31:00,2017-11-06 02:25:00,0.0771,0.1171,0.018,0.0051,0.0269
7F7535,0.1627,0.1665,0.4679,0.0056,0.0104,0.1919,0.0756,0.0332,0.1423,4169.0,687.0,367.0,417.88750000000005,33.71666666666667,1692.0,447.0,639.0,0.0,0.0,365.0,0.0,50.0,80.0,0.0,0.0,2017-11-05 22:15:00,2017-11-06 02:25:00,0.0878,0.0919,0.0181,0.0051,0.0216
7F7660,0.1765,0.165,0.5275,0.0077,0.0191,0.1791,0.1378,0.0122,0.1193,3887.0,693.0,690.0,425.48333333333335,31.21666666666667,1777.0,558.0,634.0,0.0,0.0,357.0,0.0,30.0,80.0,0.0,118.0,2017-11-10 06:19:00,2017-11-10 06:49:00,0.0848,0.1323,0.0159,0.0061,0.0329
7F7661,0.0709,0.1947,0.4321,0.0088,0.0249,0.2052,0.1111,0.0175,0.123,4342.0,743.0,722.0,516.9416666666667,34.666666666666664,2718.0,555.0,549.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,119.0,2017-11-10 06:49:00,2017-11-10 16:40:00,0.1524,0.2235,0.0186,0.0075,0.0371
7F7665,0.1019,0.1546,0.423,0.0065,0.0107,0.1833,0.3733,0.0156,0.1472,4181.0,843.0,814.0,458.1,36.16666666666667,3523.0,700.0,529.0,0.0,582.0,0.0,0.0,40.0,250.0,0.0,104.0,2017-11-10 10:32:00,2017-11-10 16:39:00,0.0701,0.1253,0.0166,0.0074,0.044
7F7666,0.1686,0.1649,0.3862,0.0059,0.027,0.1793,0.1003,0.0132,0.1138,3862.0,795.0,467.0,471.43333333333334,35.05,1750.0,503.0,448.0,0.0,0.0,427.0,0.0,0.0,260.0,0.0,0.0,2017-11-10 11:17:00,2017-11-10 12:08:00,0.0587,0.1197,0.017,0.0055,0.0262
7F7667,0.1085,0.1128,0.4405,0.0067,0.0044,0.1967,0.3874,0.0212,0.1378,3915.0,793.0,537.0,474.3458333333333,34.833333333333336,2596.0,700.0,526.0,0.0,678.0,0.0,0.0,0.0,260.0,0.0,0.0,2017-11-10 12:04:00,2017-11-10 12:59:00,0.0911,0.149,0.0185,0.0056,0.0258
7F7670,0.1608,0.1538,0.4067,0.005,0.0101,0.1597,0.0692,0.0154,0.1049,4026.0,778.0,603.0,490.59583333333336,35.86666666666667,2593.0,502.0,447.0,0.0,0.0,384.0,0.0,30.0,120.0,0.0,0.0,2017-11-10 14:29:00,2017-11-10 16:39:00,0.0716,0.1314,0.0142,0.0051,0.0283
7F7681,0.1269,0.0855,0.4976,0.0094,0.0216,0.1624,0.0948,0.015,0.1104,3807.0,629.0,545.0,283.14583333333337,29.683333333333334,1307.0,401.0,421.0,0.0,0.0,401.0,0.0,44.0,40.0,0.0,0.0,2017-11-10 22:54:00,2017-11-10 23:58:00,0.0511,0.1272,0.0137,0.0062,0.0298
7F7683,0.1432,0.1784,0.4891,0.0076,0.0108,0.1584,0.0956,0.0101,0.086,4006.0,694.0,634.0,321.4125,27.666666666666668,-324.0,400.0,427.0,0.0,0.0,404.0,-1555.0,0.0,0.0,0.0,0.0,2017-11-11 00:27:00,2017-11-11 01:28:00,0.0641,0.1839,0.0143,0.0061,0.0317
7F7783,0.1333,0.2292,0.5111,0.0068,0.0147,0.1859,0.4566,0.015,0.1119,4000.0,768.0,525.0,462.87916666666666,33.88333333333333,2243.0,445.0,550.0,0.0,683.0,0.0,0.0,0.0,240.0,0.0,0.0,2017-11-14 13:19:00,2017-11-14 15:09:00,0.0798,0.1258,0.0165,0.0068,0.038
7F7785,0.1084,0.1708,0.4334,0.0062,0.0119,0.1741,0.3705,0.0125,0.1114,4148.0,764.0,521.0,496.29583333333335,34.55,2262.0,606.0,531.0,0.0,678.0,0.0,0.0,40.0,80.0,0.0,0.0,2017-11-14 14:55:00,2017-11-14 15:09:00,0.0696,0.1408,0.0164,0.0047,0.0264
7F7806,0.2668,0.2059,0.3635,0.0063,0.0168,0.1846,0.0886,0.0235,0.1193,4729.0,799.0,522.0,307.76250000000005,35.7,1913.0,555.0,474.0,0.0,0.0,402.0,180.0,0.0,180.0,0.0,0.0,2017-11-15 09:23:00,2017-11-15 09:57:00,0.0462,0.088,0.0166,0.0062,0.0297
7F7837,0.1333,0.0986,0.4407,0.0056,0.0307,0.1645,0.0917,0.0137,0.1082,4017.0,701.0,681.0,322.57916666666665,31.683333333333334,1641.0,513.0,541.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,104.0,2017-11-16 13:06:00,2017-11-17 11:33:00,0.0675,0.1208,0.0195,0.0053,0.0349
7F7839,0.1685,0.1828,0.5206,0.005,0.014,0.162,0.0818,0.0117,0.0994,4129.0,754.0,781.0,482.8541666666667,32.733333333333334,1596.0,511.0,539.0,0.0,0.0,0.0,0.0,50.0,80.0,0.0,102.0,2017-11-16 14:46:00,2017-11-16 17:31:00,0.0892,0.1392,0.02,0.0059,0.0342
7F7848,0.1129,0.0832,0.4417,0.0063,0.0265,0.164,0.4219,0.0129,0.1179,4471.0,791.0,273.0,349.10833333333335,30.516666666666666,2496.0,700.0,522.0,0.0,629.0,0.0,0.0,0.0,0.0,0.0,105.0,2017-11-16 21:56:00,2017-11-16 21:56:00,0.0846,0.1228,0.0164,0.0055,0.033
7F7850,0.1124,0.166,0.462,0.0057,0.0088,0.1675,0.4238,0.0187,0.1206,4020.0,740.0,250.0,346.85833333333335,32.0,2537.0,701.0,526.0,0.0,622.0,0.0,0.0,0.0,40.0,0.0,106.0,2017-11-16 23:28:00,2017-11-16 23:41:00,0.066,0.0997,0.015,0.0043,0.0276
7F7852,0.1075,0.1264,0.3994,0.0056,0.0162,0.1618,0.4068,0.0123,0.1045,4194.0,764.0,436.0,359.8375,32.88333333333333,2485.0,700.0,525.0,0.0,624.0,0.0,0.0,0.0,200.0,0.0,106.0,2017-11-17 01:17:00,2017-11-17 01:23:00,0.0828,0.0998,0.0168,0.005,0.0278
7F7932,0.3128,0.5125,1.2293,0.0117,0.0397,0.1948,0.1234,0.0142,0.1142,5211.0,911.0,1363.0,406.20000000000005,35.03333333333333,3449.0,446.0,2016.0,0.0,0.0,0.0,186.0,30.0,80.0,0.0,0.0,2017-11-19 20:09:00,2017-11-19 21:02:00,0.0805,0.1848,0.0175,0.0147,0.0443
7F8023,0.1174,0.232,0.4685,0.0069,0.0271,0.1565,0.0971,0.0119,0.1058,4247.0,766.0,280.0,381.12916666666666,33.7,40.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,2017-11-23 16:05:00,2017-11-23 16:05:00,0.0702,0.1654,0.0155,0.0071,0.0331
7F8047,0.0989,0.1587,0.4771,0.0086,0.0184,0.1247,0.9692,0.181,0.0955,4207.0,755.0,624.0,326.54583333333335,31.53333333333333,2080.0,452.0,487.0,0.0,516.0,0.0,0.0,50.0,0.0,0.0,0.0,2017-11-24 10:24:00,2017-11-24 14:09:00,0.0939,0.2128,0.0153,0.0067,0.026
7F8054,0.1092,0.0206,0.496,0.011,0.0305,0.1513,0.106,0.0102,0.0916,3494.0,712.0,691.0,342.97499999999997,29.700000000000003,1539.0,452.0,379.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,2017-11-24 16:21:00,2017-11-24 16:22:00,0.0517,0.0956,0.0145,0.0063,0.0315
7F8339,0.0814,0.2656,0.4983,0.0063,0.0057,0.1713,0.3369,0.0155,0.1063,4264.0,791.0,1204.0,402.1875,33.666666666666664,2228.0,602.0,558.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,2017-12-04 12:08:00,2017-12-04 18:24:00,0.0597,0.1627,0.0154,0.0063,0.0267
7F8341,0.0791,0.2957,0.4726,0.0073,0.0102,0.1852,0.4559,0.0146,0.1099,4110.0,812.0,996.0,371.62499999999994,33.38333333333333,2198.0,602.0,521.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,2017-12-04 13:55:00,2017-12-04 18:24:00,0.0693,0.1134,0.0159,0.0067,0.0407
7F8344,0.0678,0.3046,0.442,0.0066,0.0111,0.1939,0.4771,0.0125,0.1308,4337.0,817.0,1076.0,431.82916666666665,34.53333333333333,4133.0,601.0,527.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0,2017-12-04 16:54:00,2017-12-04 17:59:00,0.0751,0.1542,0.0508,0.0055,0.0374
7F8345,0.085,0.2761,0.4358,0.0062,0.0169,0.1862,0.4386,0.0135,0.115,3544.0,720.0,561.0,370.6791666666666,31.566666666666666,3137.0,602.0,525.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,2017-12-04 17:13:00,2017-12-04 17:59:00,0.087,0.1332,0.0203,0.0041,0.0262
7F8359,0.1678,0.2258,0.4233,0.005,0.009,0.1936,0.0872,0.0217,0.1558,4246.0,727.0,413.0,334.3041666666667,31.53333333333333,2110.0,890.0,523.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,2017-12-05 05:43:00,2017-12-05 06:34:00,0.0795,0.1194,0.0168,0.0031,0.0178
7F8360,0.1764,0.2428,0.4058,0.0053,0.0027,0.181,0.0781,0.0171,0.1368,4174.0,687.0,563.0,369.4125,30.05,2102.0,0.0,464.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,2017-12-05 06:26:00,2017-12-05 18:06:00,0.0775,0.1195,0.0207,0.0047,0.0189
