heatid,valc,valsi,valmn,valp,vals,valcu,valcr,valmo,valni,total_o2_lance,total_gas_lance,total_injected_carbon,total_energy,total_duration,total_charged_amount,added_mat_140107,added_mat_202007,added_mat_202008,added_mat_202039,added_mat_202063,added_mat_203068,added_mat_203085,added_mat_205069,added_mat_360258,added_mat_705043,fecha_inicio,fecha_fin,target_valc,target_valmn,target_valsi,target_valp,target_vals
6F0037,0.1016,0.1336,0.4486,0.0056,0.0053,0.2176,0.4431,0.0165,0.1337,4840.0,840.0,707.0,343.6291666666667,30.366666666666667,6100.0,0.0,550.0,150.0,600.0,0.0,0.0,0.0,200.0,4000.0,0.0,2016-01-02 11:12:00,2016-01-03 09:16:00,0.0545,0.0632,0.0197,0.004,0.021
6F0042,0.1115,0.0679,0.4126,0.0055,0.0132,0.2201,0.4455,0.0166,0.1675,4694.0,627.0,639.0,346.8833333333333,26.866666666666667,2984.0,0.0,569.0,183.0,611.0,0.0,0.0,0.0,200.0,815.0,0.0,2016-01-02 15:25:00,2016-01-03 12:37:00,0.0692,0.0598,0.0167,0.0042,0.0158
6F0045,0.2359,0.2312,1.2189,0.0084,0.016,0.233,0.1173,0.0171,0.1761,2949.0,517.0,412.0,283.08333333333337,23.0,2947.0,0.0,2170.0,0.0,0.0,0.0,265.0,0.0,0.0,512.0,0.0,2016-01-02 18:02:00,2016-01-02 18:02:00,0.0558,0.0666,0.0169,0.0053,0.0203
6F0096,0.0517,0.2958,1.3216,0.0068,0.017,0.1712,0.0677,0.0121,0.0958,5318.0,649.0,1076.0,477.64375,32.35,1510.0,0.0,0.0,734.0,0.0,0.0,0.0,0.0,135.0,511.0,0.0,2016-01-04 17:42:00,2016-01-05 09:50:00,0.062,0.0811,0.0156,0.0046,0.0211
6F0098,0.0527,0.3603,1.4401,0.0061,0.0239,0.1822,0.0561,0.0115,0.1021,4895.0,603.0,763.0,332.51458333333335,28.033333333333335,1516.0,0.0,0.0,740.0,0.0,0.0,0.0,0.0,135.0,511.0,0.0,2016-01-04 19:23:00,2016-01-05 09:50:00,0.0501,0.0604,0.0144,0.0054,0.0251
6F0117,0.1481,0.207,0.5048,0.0055,0.003,0.2008,0.4536,0.0124,0.1226,5360.0,668.0,1901.0,602.69375,33.699999999999996,3416.0,0.0,1118.0,190.0,640.0,0.0,0.0,0.0,150.0,712.0,0.0,2016-01-05 12:38:00,2016-01-06 09:18:00,0.0545,0.0528,0.0158,0.0042,0.02
6F0118,0.1048,0.1093,0.4511,0.0051,0.0102,0.2029,0.4461,0.0131,0.1268,5366.0,532.0,1804.0,699.9187499999999,35.85,3414.0,0.0,1116.0,685.0,640.0,0.0,0.0,0.0,150.0,716.0,0.0,2016-01-05 14:06:00,2016-01-06 12:39:00,0.0634,0.0764,0.0198,0.0042,0.0195
6F0119,0.1081,0.1361,0.4547,0.0053,0.0076,0.195,0.4303,0.0166,0.1389,5716.0,901.0,1953.0,378.59791666666666,32.36666666666667,3344.0,0.0,1118.0,180.0,537.0,0.0,0.0,30.0,75.0,713.0,0.0,2016-01-05 15:14:00,2016-01-06 12:39:00,0.0571,0.0575,0.0183,0.0042,0.0163
6F0121,0.1179,0.1708,0.4651,0.0052,0.0101,0.2137,0.4236,0.018,0.1588,5284.0,637.0,1475.0,470.80208333333337,32.06666666666667,2901.0,0.0,1114.0,188.0,546.0,0.0,0.0,0.0,150.0,715.0,0.0,2016-01-05 17:07:00,2016-01-06 12:40:00,0.065,0.0507,0.0174,0.0044,0.0197
6F0164,0.1384,0.1614,0.4255,0.0063,0.016,0.1895,2.1607,0.0863,0.162,4876.0,576.0,1223.0,300.5625,26.5,5353.0,0.0,621.0,234.0,1110.0,0.0,0.0,0.0,180.0,615.0,0.0,2016-01-07 09:49:00,2016-01-07 09:55:00,0.0512,0.0506,0.0181,0.0051,0.0193
6F0165,0.1582,0.2261,0.4474,0.0063,0.0103,0.1946,2.2898,0.0858,0.1472,3705.0,449.0,947.0,462.82499999999993,30.516666666666666,5423.0,0.0,618.0,237.0,1119.0,0.0,0.0,0.0,240.0,615.0,0.0,2016-01-07 10:31:00,2016-01-07 14:38:00,0.0546,0.057,0.0155,0.0045,0.0205
6F0166,0.1376,0.1988,0.4648,0.0063,0.0172,0.1896,2.3438,0.1181,0.1382,4527.0,634.0,1307.0,376.07916666666665,30.366666666666667,5767.0,0.0,621.0,200.0,1106.0,0.0,1000.0,0.0,240.0,0.0,0.0,2016-01-07 12:03:00,2016-01-07 12:15:00,0.0633,0.0692,0.0182,0.005,0.0222
6F0177,0.1862,0.2043,0.3494,0.0072,0.0137,0.2125,0.0668,0.0148,0.0989,4654.0,544.0,595.0,518.8958333333334,31.166666666666668,1573.0,0.0,523.0,0.0,0.0,404.0,0.0,30.0,100.0,516.0,0.0,2016-01-07 23:15:00,2016-01-08 00:11:00,0.0601,0.0584,0.0154,0.0052,0.0214
6F0178,0.1705,0.1988,0.361,0.0066,0.0135,0.2149,0.0638,0.0145,0.0973,4972.0,658.0,773.0,577.4354166666667,31.883333333333336,5838.0,0.0,525.0,1000.0,0.0,407.0,1000.0,20.0,120.0,2766.0,0.0,2016-01-08 00:07:00,2016-01-08 17:20:00,0.0714,0.0536,0.0161,0.0052,0.0216
6F0214,0.1173,0.1119,0.4776,0.0063,0.0069,0.2458,0.4434,0.0151,0.1718,5781.0,776.0,700.0,474.11875,32.016666666666666,3435.0,0.0,634.0,163.0,515.0,0.0,0.0,0.0,150.0,762.0,0.0,2016-01-09 09:06:00,2016-01-09 16:58:00,0.0695,0.0853,0.0208,0.0055,0.0228
6F0216,0.1326,0.146,0.5024,0.0062,0.0058,0.2051,0.4501,0.018,0.1395,5529.0,510.0,789.0,539.075,31.866666666666667,3439.0,0.0,1638.0,161.0,516.0,0.0,0.0,0.0,150.0,764.0,0.0,2016-01-09 10:49:00,2016-01-09 12:41:00,0.0653,0.0662,0.0159,0.0048,0.0172
6F0217,0.1072,0.0952,0.4321,0.0057,0.0066,0.1924,0.4179,0.0162,0.1258,5189.0,486.0,770.0,564.9041666666667,30.016666666666666,3440.0,0.0,633.0,163.0,514.0,0.0,0.0,0.0,150.0,764.0,0.0,2016-01-09 11:42:00,2016-01-09 16:56:00,0.0866,0.0857,0.0272,0.005,0.0149
6F0250,0.2958,0.2294,0.531,0.0076,0.0147,0.1765,0.9467,0.0119,0.092,4992.0,623.0,657.0,457.74375,31.2,7100.0,0.0,771.0,235.0,-1465.0,0.0,116.0,40.0,100.0,3212.0,0.0,2016-01-10 16:40:00,2016-01-11 12:43:00,0.0676,0.0621,0.0157,0.0048,0.0202
6F0252,0.3214,0.2207,0.5435,0.0069,0.011,0.1971,0.9631,0.0116,0.0976,4832.0,533.0,608.0,504.8270833333333,29.849999999999998,5601.0,0.0,771.0,232.0,0.0,0.0,2119.0,40.0,100.0,713.0,0.0,2016-01-10 19:23:00,2016-01-11 16:40:00,0.0785,0.072,0.0157,0.0043,0.0177
6F0314,0.1274,0.1904,0.4675,0.0053,0.0063,0.2106,0.4309,0.0152,0.126,4679.0,420.0,1018.0,570.9666666666666,31.7,2693.0,0.0,628.0,184.0,614.0,0.0,0.0,0.0,240.0,812.0,0.0,2016-01-13 03:03:00,2016-01-13 14:39:00,0.0828,0.0914,0.0219,0.0036,0.0194
6F0320,0.1324,0.1378,0.4729,0.0049,0.0047,0.2212,0.5095,0.0115,0.1295,5326.0,573.0,1080.0,718.0958333333333,34.3,2631.0,0.0,619.0,182.0,0.0,0.0,0.0,0.0,160.0,813.0,0.0,2016-01-13 08:28:00,2016-01-13 08:37:00,0.0655,0.0622,0.0272,0.0043,0.0289
6F0321,0.1381,0.1759,0.4676,0.0047,0.0029,0.2199,0.4955,0.0119,0.119,4904.0,519.0,1082.0,663.5124999999999,33.18333333333333,2628.0,0.0,616.0,181.0,0.0,0.0,0.0,0.0,160.0,814.0,0.0,2016-01-13 08:58:00,2016-01-13 10:18:00,0.0593,0.0693,0.0207,0.0042,0.0253
6F0322,0.1184,0.1398,0.4193,0.0049,0.012,0.2207,0.4491,0.0136,0.127,4965.0,468.0,1073.0,537.1854166666667,32.36666666666667,2623.0,0.0,616.0,179.0,0.0,0.0,0.0,0.0,160.0,815.0,0.0,2016-01-13 10:13:00,2016-01-13 10:18:00,0.0736,0.0664,0.0289,0.0033,0.0199
6F0323,0.1283,0.1584,0.4783,0.0033,0.005,0.1957,0.4708,0.016,0.1222,4761.0,490.0,1251.0,767.05625,32.85,5465.0,0.0,616.0,185.0,0.0,0.0,0.0,0.0,160.0,3813.0,0.0,2016-01-13 11:04:00,2016-01-13 11:15:00,0.0776,0.0854,0.0231,0.0032,0.0171
6F0324,0.1239,0.1422,0.4508,0.0048,0.0027,0.2072,0.474,0.0174,0.1216,5241.0,514.0,1859.0,786.60625,34.7,2420.0,0.0,621.0,181.0,0.0,0.0,0.0,0.0,160.0,813.0,0.0,2016-01-13 11:59:00,2016-01-13 12:06:00,0.0657,0.0916,0.023,0.0036,0.0179
6F0325,0.0731,0.0431,0.248,0.0046,0.0135,0.2096,0.2342,0.0176,0.1454,5571.0,644.0,1951.0,563.6020833333333,31.033333333333335,2221.0,0.0,621.0,181.0,0.0,0.0,0.0,0.0,160.0,614.0,0.0,2016-01-13 12:33:00,2016-01-13 13:01:00,0.0622,0.0697,0.0189,0.0035,0.0193
6F0368,0.1339,0.2273,0.4929,0.0052,0.0052,0.1929,0.4286,0.0162,0.1172,4168.0,541.0,1034.0,613.0416666666667,30.2,2659.0,0.0,630.0,181.0,0.0,0.0,0.0,0.0,280.0,813.0,0.0,2016-01-16 19:07:00,2016-01-16 19:54:00,0.0637,0.0947,0.0261,0.0045,0.0204
6F0369,0.1164,0.2293,0.4873,0.0046,0.0095,0.1811,0.4596,0.0146,0.1149,4504.0,527.0,924.0,598.0729166666667,30.85,3645.0,0.0,626.0,180.0,0.0,0.0,0.0,0.0,260.0,814.0,0.0,2016-01-16 20:08:00,2016-01-17 10:43:00,0.0556,0.0809,0.0164,0.0039,0.017
6F0371,0.102,0.1875,0.4445,0.0048,0.0049,0.181,0.4335,0.0133,0.1322,4526.0,654.0,1113.0,453.4291666666667,29.01666666666667,2651.0,0.0,627.0,180.0,0.0,0.0,0.0,0.0,260.0,816.0,0.0,2016-01-16 21:48:00,2016-01-16 22:23:00,0.0712,0.0791,0.017,0.0035,0.0167
6F0373,0.1041,0.194,0.4496,0.0041,0.0026,0.2178,0.4083,0.0135,0.1198,4118.0,523.0,763.0,593.71875,29.683333333333334,2643.0,0.0,626.0,184.0,0.0,0.0,0.0,0.0,0.0,813.0,0.0,2016-01-17 00:22:00,2016-01-17 01:15:00,0.1091,0.1199,0.0321,0.0037,0.0157
6F0374,0.1086,0.1848,0.4547,0.004,0.0068,0.2112,0.4128,0.0138,0.1295,4189.0,625.0,922.0,355.1875,31.53333333333333,3650.0,0.0,632.0,182.0,0.0,0.0,1000.0,0.0,260.0,813.0,0.0,2016-01-17 01:08:00,2016-01-17 10:42:00,0.0486,0.0667,0.0158,0.0034,0.0148
6F0385,0.1909,0.272,0.3932,0.0046,0.0085,0.1959,0.0747,0.0177,0.1201,3999.0,521.0,992.0,695.8333333333334,32.666666666666664,-3087.0,0.0,484.0,0.0,0.0,384.0,0.0,30.0,140.0,615.0,0.0,2016-01-17 10:52:00,2016-01-18 09:59:00,0.045,0.0628,0.0158,0.0049,0.0203
6F0386,0.1508,0.1368,0.3845,0.005,0.0081,0.2026,0.1017,0.0145,0.1332,4274.0,561.0,908.0,774.5291666666667,34.18333333333334,2020.0,0.0,484.0,0.0,0.0,380.0,0.0,30.0,140.0,616.0,0.0,2016-01-17 11:42:00,2016-01-18 10:08:00,0.052,0.0596,0.0164,0.0039,0.0209
6F0388,0.1518,0.1658,0.354,0.0049,0.0095,0.1884,0.077,0.025,0.1373,4998.0,563.0,1203.0,807.7270833333333,38.86666666666667,2578.0,0.0,488.0,0.0,0.0,384.0,0.0,30.0,140.0,616.0,0.0,2016-01-17 14:13:00,2016-01-18 10:10:00,0.0484,0.0518,0.0161,0.0037,0.0199
6F0401,0.1124,0.1346,0.4841,0.0054,0.009,0.2074,0.4519,0.0188,0.136,4634.0,559.0,1749.0,489.54999999999995,32.35,8047.0,0.0,622.0,187.0,0.0,0.0,0.0,0.0,280.0,814.0,0.0,2016-01-18 04:22:00,2016-01-18 14:19:00,0.037,0.0638,0.0166,0.0043,0.0177
6F0405,0.1275,0.2016,0.5318,0.0059,0.0035,0.1864,0.5037,0.0146,0.1188,4278.0,585.0,1097.0,784.1895833333334,34.35,2662.0,0.0,617.0,181.0,0.0,0.0,0.0,0.0,280.0,813.0,0.0,2016-01-18 07:57:00,2016-01-18 08:13:00,0.0585,0.0881,0.0172,0.004,0.0198
6F0406,0.1104,0.1892,0.4673,0.0048,0.0079,0.2099,0.4497,0.0159,0.1262,4744.0,588.0,632.0,564.7541666666666,31.48333333333333,2640.0,0.0,615.0,183.0,0.0,0.0,0.0,0.0,260.0,814.0,0.0,2016-01-18 09:12:00,2016-01-18 19:05:00,0.055,0.0685,0.0194,0.0036,0.0147
6F0410,0.1214,0.1597,0.4335,0.0057,0.0106,0.2333,0.4028,0.0152,0.1277,4596.0,569.0,889.0,608.6041666666666,31.0,8510.0,0.0,621.0,201.0,0.0,0.0,0.0,0.0,240.0,816.0,0.0,2016-01-18 12:44:00,2016-01-18 19:07:00,0.0614,0.0785,0.0212,0.0047,0.0208
6F0459,0.0876,0.6834,1.5031,0.0072,0.0065,0.2473,0.0764,0.0202,0.1172,4445.0,628.0,907.0,708.1687500000002,33.016666666666666,3511.0,0.0,1925.0,532.0,0.0,0.0,0.0,0.0,240.0,814.0,0.0,2016-01-20 12:45:00,2016-01-20 13:11:00,0.0559,0.0709,0.0175,0.004,0.0186
6F0490,0.1081,0.17,0.4578,0.0049,0.0093,0.2185,0.4153,0.0142,0.1366,4462.0,759.0,812.0,789.2041666666667,34.0,2671.0,0.0,632.0,186.0,0.0,0.0,0.0,0.0,280.0,814.0,0.0,2016-01-21 21:22:00,2016-01-21 22:28:00,0.0723,0.0857,0.0207,0.0055,0.0239
6F0491,0.104,0.1523,0.4665,0.0053,0.0081,0.1838,0.459,0.013,0.125,4193.0,673.0,883.0,700.5895833333334,33.016666666666666,2684.0,0.0,638.0,183.0,0.0,0.0,0.0,0.0,280.0,816.0,0.0,2016-01-21 22:09:00,2016-01-21 22:30:00,0.0505,0.0646,0.0156,0.0033,0.0187
6F0492,0.1057,0.1732,0.481,0.005,0.0053,0.2025,0.4383,0.0126,0.1248,4482.0,747.0,1219.0,755.2062500000001,35.53333333333333,2817.0,0.0,632.0,181.0,0.0,0.0,0.0,0.0,280.0,814.0,0.0,2016-01-21 23:00:00,2016-01-21 23:41:00,0.068,0.0766,0.016,0.004,0.02
6F0493,0.1175,0.1894,0.5139,0.0052,0.0117,0.1984,0.468,0.014,0.1322,4326.0,666.0,970.0,750.0479166666667,32.88333333333333,2835.0,0.0,633.0,184.0,0.0,0.0,0.0,0.0,280.0,815.0,0.0,2016-01-21 23:50:00,2016-01-21 23:59:00,0.0732,0.1016,0.0237,0.0043,0.0181
6F0494,0.1177,0.1744,0.5101,0.0053,0.007,0.212,0.4716,0.0132,0.1263,4261.0,785.0,976.0,567.9645833333334,31.866666666666667,2824.0,0.0,627.0,181.0,0.0,0.0,0.0,0.0,280.0,814.0,0.0,2016-01-22 00:40:00,2016-01-22 01:04:00,0.0579,0.0648,0.0148,0.0045,0.0171
6F0524,0.1121,0.1524,0.5,0.0059,0.0129,0.1962,0.474,0.0255,0.2451,5064.0,634.0,1097.0,644.8270833333333,33.36666666666667,2493.0,0.0,677.0,193.0,0.0,0.0,0.0,0.0,200.0,816.0,0.0,2016-01-23 03:37:00,2016-01-23 03:46:00,0.063,0.0626,0.0166,0.0043,0.0169
6F0525,0.1112,0.1852,0.5153,0.0053,0.008,0.2042,0.4749,0.0167,0.149,5010.0,500.0,1364.0,609.84375,31.200000000000003,2574.0,0.0,679.0,192.0,0.0,0.0,0.0,0.0,280.0,815.0,0.0,2016-01-23 04:32:00,2016-01-23 04:37:00,0.0565,0.0587,0.0155,0.0042,0.0165
6F0526,0.0581,0.2527,0.709,0.0067,0.0114,0.2302,0.0731,0.0281,0.1463,5333.0,686.0,360.0,703.9604166666667,33.016666666666666,3351.0,0.0,1981.0,536.0,0.0,0.0,0.0,0.0,220.0,614.0,0.0,2016-01-23 05:44:00,2016-01-23 05:57:00,0.0959,0.069,0.0214,0.0054,0.0198
6F0527,0.0865,0.13,0.4511,0.0069,0.0066,0.226,0.4126,0.0249,0.1481,5433.0,678.0,1624.0,819.225,33.18333333333334,2574.0,0.0,676.0,195.0,0.0,0.0,0.0,0.0,280.0,814.0,0.0,2016-01-23 06:51:00,2016-01-23 07:20:00,0.0399,0.0497,0.0164,0.0055,0.0203
6F0594,0.0698,0.2364,0.4817,0.0062,0.01,0.1248,0.7296,0.0986,0.0923,4465.0,803.0,1560.0,582.05625,32.35,5851.0,0.0,632.0,294.0,0.0,0.0,0.0,0.0,160.0,3263.0,0.0,2016-01-26 00:59:00,2016-01-26 09:19:00,0.0687,0.1049,0.0147,0.0048,0.0126
6F0596,0.0709,0.2605,0.4831,0.0061,0.0078,0.1328,0.7389,0.1007,0.0917,4901.0,875.0,1511.0,666.65625,32.85,3098.0,0.0,629.0,294.0,0.0,0.0,0.0,0.0,160.0,514.0,0.0,2016-01-26 02:47:00,2016-01-26 09:19:00,0.1052,0.1244,0.015,0.0049,0.0135
6F0597,0.07,0.2238,0.449,0.0061,0.0054,0.1205,0.7465,0.1808,0.082,5001.0,788.0,1739.0,584.6583333333333,32.349999999999994,-8457.0,0.0,628.0,296.0,0.0,0.0,0.0,0.0,160.0,513.0,0.0,2016-01-26 03:45:00,2016-01-26 16:01:00,0.0642,0.0924,0.0138,0.0048,0.0119
6F0615,0.0872,0.2189,0.4151,0.0057,0.0075,0.1971,0.368,0.0143,0.1225,4623.0,667.0,1185.0,550.25,31.683333333333337,3197.0,0.0,584.0,259.0,0.0,0.0,0.0,0.0,280.0,1013.0,0.0,2016-01-26 20:53:00,2016-01-27 09:20:00,0.0576,0.0718,0.0205,0.0031,0.0156
6F0616,0.0906,0.1521,0.4222,0.0061,0.0138,0.2046,0.3936,0.0119,0.1156,4674.0,599.0,1332.0,655.8020833333334,32.68333333333333,4198.0,0.0,581.0,260.0,0.0,0.0,0.0,0.0,280.0,1013.0,0.0,2016-01-26 22:19:00,2016-01-27 09:21:00,0.0556,0.0601,0.0172,0.0044,0.0197
6F0617,0.1113,0.2626,0.5337,0.0057,0.0082,0.2049,0.5111,0.0114,0.1171,4382.0,614.0,819.0,467.16875,32.36666666666667,3403.0,0.0,687.0,257.0,0.0,0.0,0.0,0.0,280.0,1013.0,0.0,2016-01-26 22:27:00,2016-01-27 09:20:00,0.0696,0.0563,0.0178,0.0041,0.0246
6F0618,0.1057,0.2863,0.5564,0.005,0.0078,0.2026,0.5313,0.0115,0.1191,4089.0,582.0,925.0,517.5333333333333,28.683333333333334,4425.0,0.0,694.0,259.0,0.0,0.0,0.0,0.0,280.0,1013.0,0.0,2016-01-27 00:01:00,2016-01-27 09:21:00,0.055,0.0656,0.0157,0.0042,0.0209
6F0619,0.1066,0.2615,0.4822,0.0058,0.0112,0.2021,0.454,0.0115,0.1215,4733.0,836.0,1413.0,307.76041666666663,27.349999999999998,3408.0,0.0,689.0,256.0,0.0,0.0,0.0,0.0,280.0,1015.0,0.0,2016-01-27 00:07:00,2016-01-27 09:21:00,0.0575,0.0507,0.0148,0.0033,0.0174
6F0620,0.1174,0.1603,0.5789,0.0053,0.0051,0.1892,0.5026,0.0125,0.1079,4799.0,868.0,1335.0,347.87291666666664,25.016666666666666,3413.0,0.0,689.0,260.0,0.0,0.0,0.0,0.0,280.0,1013.0,0.0,2016-01-27 02:52:00,2016-01-27 09:21:00,0.054,0.0674,0.0221,0.0038,0.0187
6F0621,0.0661,0.2587,0.5197,0.0054,0.0114,0.2023,0.5211,0.0123,0.135,4741.0,517.0,491.0,526.575,28.683333333333334,2909.0,0.0,693.0,257.0,0.0,0.0,0.0,0.0,280.0,1014.0,0.0,2016-01-27 04:16:00,2016-01-27 05:27:00,0.0501,0.0509,0.0151,0.0036,0.0173
6F0622,0.0534,0.2518,0.548,0.0045,0.0077,0.1855,0.544,0.0136,0.124,4898.0,709.0,1311.0,462.3875,28.016666666666666,2902.0,0.0,691.0,256.0,0.0,0.0,0.0,0.0,280.0,1013.0,0.0,2016-01-27 05:15:00,2016-01-27 05:28:00,0.0403,0.045,0.0153,0.0037,0.0136
6F0623,0.0704,0.2803,0.5741,0.0042,0.0077,0.1986,0.56,0.0167,0.1245,4443.0,636.0,1419.0,456.23958333333337,28.183333333333334,2903.0,0.0,697.0,254.0,0.0,0.0,0.0,0.0,280.0,1013.0,0.0,2016-01-27 05:28:00,2016-01-27 06:12:00,0.051,0.0551,0.0176,0.0033,0.0117
6F0624,0.1063,0.229,0.5447,0.005,0.0035,0.2112,0.5268,0.0147,0.1235,4575.0,561.0,1500.0,495.19375,27.85,2913.0,0.0,688.0,257.0,0.0,0.0,0.0,0.0,280.0,1013.0,0.0,2016-01-27 06:20:00,2016-01-27 07:07:00,0.0278,0.0405,0.0142,0.0042,0.0139
6F0650,0.0999,0.1885,0.4671,0.0066,0.0161,0.1826,0.4329,0.017,0.1197,5124.0,800.0,1233.0,656.9229166666667,33.75,2712.0,0.0,634.0,182.0,0.0,0.0,0.0,0.0,280.0,812.0,0.0,2016-01-28 08:05:00,2016-01-28 08:15:00,0.0361,0.0466,0.0169,0.0058,0.0238
6F0651,0.1054,0.2115,0.5105,0.0056,0.0053,0.2002,0.4551,0.016,0.1203,4105.0,756.0,1086.0,716.48125,32.25,2723.0,0.0,634.0,185.0,0.0,0.0,0.0,0.0,280.0,813.0,0.0,2016-01-28 08:54:00,2016-01-28 09:24:00,0.0619,0.0586,0.0161,0.0041,0.0204
6F0653,0.0962,0.2108,0.4835,0.0052,0.0105,0.1808,0.4223,0.0126,0.1089,4661.0,1029.0,864.0,591.3000000000001,31.083333333333332,2714.0,0.0,634.0,185.0,315.0,0.0,0.0,0.0,280.0,814.0,0.0,2016-01-28 10:35:00,2016-01-28 11:37:00,0.056,0.0768,0.0159,0.0042,0.0196
6F0654,0.0905,0.1876,0.4819,0.005,0.0091,0.1844,0.4419,0.0126,0.1119,4109.0,743.0,896.0,706.0604166666667,32.06666666666666,1654.0,0.0,630.0,0.0,313.0,0.0,0.0,0.0,280.0,0.0,0.0,2016-01-28 11:22:00,2016-01-28 11:40:00,0.0953,0.0875,0.0237,0.0047,0.0166
6F0655,0.1323,0.2563,0.5499,0.0054,0.0023,0.1701,0.5214,0.0117,0.109,4178.0,755.0,978.0,718.5895833333334,31.78333333333333,2509.0,0.0,630.0,181.0,307.0,0.0,0.0,0.0,280.0,814.0,0.0,2016-01-28 12:10:00,2016-01-28 13:23:00,0.0858,0.096,0.0167,0.0041,0.0156
6F0656,0.1151,0.1987,0.478,0.0043,0.0077,0.1687,0.4224,0.0129,0.1055,3541.0,696.0,842.0,513.35625,29.116666666666667,2521.0,0.0,633.0,186.0,313.0,0.0,0.0,0.0,280.0,813.0,0.0,2016-01-28 13:09:00,2016-01-28 13:26:00,0.0625,0.0883,0.016,0.0037,0.0127
6F0658,0.0791,0.1639,0.4312,0.0046,0.0066,0.1819,0.3986,0.0118,0.108,4170.0,751.0,896.0,697.2416666666666,31.733333333333334,2529.0,0.0,634.0,190.0,313.0,0.0,0.0,0.0,280.0,814.0,0.0,2016-01-28 14:47:00,2016-01-28 15:37:00,0.0546,0.071,0.0165,0.004,0.0169
6F0659,0.1412,0.1089,0.3481,0.0053,0.0158,0.2031,0.0966,0.0133,0.1099,4508.0,909.0,1029.0,817.6479166666668,37.61666666666667,1522.0,0.0,532.0,0.0,0.0,355.0,0.0,40.0,80.0,515.0,0.0,2016-01-28 15:43:00,2016-01-28 16:19:00,0.0749,0.0853,0.0158,0.0039,0.0185
6F0660,0.1096,0.1941,0.4108,0.0055,0.0173,0.1878,0.3659,0.0124,0.1038,4829.0,949.0,1284.0,363.73541666666665,30.066666666666666,2521.0,0.0,638.0,186.0,307.0,0.0,0.0,0.0,280.0,812.0,0.0,2016-01-28 16:40:00,2016-01-28 17:06:00,0.0749,0.0853,0.0158,0.0039,0.0185
6F0661,0.0952,0.1899,0.4629,0.0049,0.0108,0.1706,0.4354,0.0119,0.1094,4020.0,762.0,1144.0,813.2333333333332,33.25,3619.0,0.0,630.0,184.0,317.0,0.0,0.0,1100.0,280.0,813.0,0.0,2016-01-28 17:45:00,2016-01-29 14:38:00,0.0553,0.0769,0.0146,0.0042,0.0181
6F0666,0.1657,0.1394,0.3455,0.0061,0.0236,0.2166,0.0594,0.0137,0.1291,4706.0,565.0,1186.0,703.0520833333334,36.95,1465.0,0.0,484.0,0.0,0.0,354.0,0.0,40.0,0.0,511.0,0.0,2016-01-28 22:55:00,2016-01-29 00:42:00,0.0772,0.0797,0.0207,0.0068,0.0247
6F0683,0.157,0.1709,0.4369,0.0061,0.015,0.2068,0.0919,0.0274,0.1534,4722.0,554.0,1216.0,841.89375,35.25,1962.0,0.0,584.0,0.0,0.0,355.0,0.0,0.0,120.0,903.0,0.0,2016-01-29 14:26:00,2016-01-29 14:56:00,0.044,0.0664,0.0164,0.0051,0.0228
6F0684,0.1626,0.2319,0.4814,0.0058,0.0139,0.2082,0.0732,0.0192,0.1267,4545.0,544.0,1316.0,817.3729166666667,34.916666666666664,2023.0,0.0,581.0,0.0,0.0,357.0,0.0,0.0,120.0,901.0,0.0,2016-01-29 15:45:00,2016-01-29 16:08:00,0.0828,0.0809,0.025,0.0056,0.0245
6F0687,0.1173,0.1605,0.4785,0.006,0.0051,0.2143,0.4373,0.0126,0.1246,4313.0,533.0,1306.0,724.2583333333334,34.36666666666667,2644.0,0.0,625.0,260.0,312.0,0.0,0.0,0.0,0.0,1011.0,0.0,2016-01-29 18:50:00,2016-01-29 18:50:00,0.0637,0.0553,0.0147,0.0038,0.0255
6F0688,0.1039,0.1236,0.4707,0.0052,0.0127,0.2458,0.4444,0.0126,0.1282,4735.0,679.0,1278.0,569.225,31.183333333333334,2643.0,0.0,623.0,260.0,309.0,0.0,0.0,0.0,0.0,1014.0,0.0,2016-01-29 20:12:00,2016-01-29 20:12:00,0.0577,0.0609,0.0168,0.0031,0.0216
6F0732,0.1795,0.2165,0.367,0.0052,0.0172,0.1909,0.0642,0.0119,0.1079,4335.0,1086.0,853.0,323.1770833333333,31.716666666666665,1467.0,0.0,480.0,0.0,0.0,354.0,0.0,40.0,0.0,515.0,-508.0,2016-02-01 14:47:00,2016-02-02 08:09:00,0.0528,0.0771,0.0154,0.0045,0.0179
6F0733,0.1772,0.2164,0.4052,0.0065,0.0148,0.165,0.0703,0.0103,0.0962,4063.0,739.0,1167.0,731.78125,33.166666666666664,1474.0,0.0,481.0,0.0,0.0,356.0,0.0,40.0,0.0,516.0,-709.0,2016-02-01 15:35:00,2016-02-02 08:10:00,0.0827,0.1267,0.0154,0.0049,0.0175
6F0756,0.0987,0.2051,0.4849,0.0055,0.0078,0.2092,0.4595,0.0607,0.1873,4646.0,615.0,1345.0,355.71875,32.38333333333333,2642.0,0.0,685.0,239.0,463.0,0.0,0.0,0.0,160.0,818.0,0.0,2016-02-02 15:45:00,2016-02-02 15:53:00,0.0445,0.0718,0.0183,0.0038,0.0175
